,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,german,english,remind
370,370,370,370,370,370,370,später,later,0
371,371,371,371,371,371,371,Art,kind; sort; type; species; way,0
372,372,372,372,372,372,372,wusste,"(I/he/she/it) knew (1st- and 3rd-person singular preterite of ""wissen"")	verb",0
373,373,373,373,373,373,373,Augen,eyes,0
374,374,374,374,374,374,374,Dank,thanks,0
375,375,375,375,375,375,375,Freunde,friends,0
376,376,376,376,376,376,376,halten,hold,0
377,377,377,377,377,377,377,Jungs,guys,0
378,378,378,378,378,378,378,warten,waiting,0
379,379,379,379,379,379,379,Glück,luck,0
380,380,380,380,380,380,380,beide,both,0
381,381,381,381,381,381,381,gute,quality,0
382,382,382,382,382,382,382,Dein,Your,0
383,383,383,383,383,383,383,kennen,know,0
384,384,384,384,384,384,384,'n,'n,0
385,385,385,385,385,385,385,Hi,Hi,0
386,386,386,386,386,386,386,Dr,Dr,0
387,387,387,387,387,387,387,Auto,automobile,0
388,388,388,388,388,388,388,sage,"(I) say; tell (1st-person singular present; 1st- and 3rd-person singular subjunctive I; imperative singular of ""sagen"")	verb",0
389,389,389,389,389,389,389,gehe,"(I) go; am going; go (1st-person singular present; 1st- and 3rd-person singular subjunctive I; imperative singular of ""gehen"")	verb",0
390,390,390,390,390,390,390,komme,get,0
391,391,391,391,391,391,391,Dir,to you,0
392,392,392,392,392,392,392,mache,"to make; do (1st-person singular present; imperative singular; 1st- and 3rd-person singular subjunctive I of ""machen"")",0
393,393,393,393,393,393,393,Von,From,0
394,394,394,394,394,394,394,Uhr,Clock,0
395,395,395,395,395,395,395,sehe,see,0
396,396,396,396,396,396,396,Teufel,devil,0
397,397,397,397,397,397,397,sonst,otherwise,0
398,398,398,398,398,398,398,gern,gladly,0
399,399,399,399,399,399,399,Liebe,love,0
400,400,400,400,400,400,400,anfangen,to begin; start	verb,-1
401,401,401,401,401,401,401,jeden,each,0
402,402,402,402,402,402,402,könnten,"(we/you/they) could (1st- and 2rd-person plural subjunctive II of ""können"")	verb",0
403,403,403,403,403,403,403,ihren,their,0
404,404,404,404,404,404,404,Halt,Stop,-1
405,405,405,405,405,405,405,Fall,case,-1
406,406,406,406,406,406,406,Dad,Dad,0
407,407,407,407,407,407,407,Film,Movie,0
408,408,408,408,408,408,408,bisschen,little,0
409,409,409,409,409,409,409,eigentlich,actually,0
410,410,410,410,410,410,410,weit,far,0
411,411,411,411,411,411,411,mach,mach,0
412,412,412,412,412,412,412,vorbei,past,0
413,413,413,413,413,413,413,verstehe,understand,0
414,414,414,414,414,414,414,drin,in it,0
415,415,415,415,415,415,415,Im,in the,0
416,416,416,416,416,416,416,Name,Surname,0
417,417,417,417,417,417,417,ganzen,all,0
418,418,418,418,418,418,418,Musik,music,0
419,419,419,419,419,419,419,würden,"(we/they/you all) would become (1st- and 3rd-person plural subjunctive II of ""werden"")	verb",0
420,420,420,420,420,420,420,Tür,door,0
421,421,421,421,421,421,421,solltest,should,0
422,422,422,422,422,422,422,verrückt,insane,0
423,423,423,423,423,423,423,denken,think,0
424,424,424,424,424,424,424,Noch,Still,0
425,425,425,425,425,425,425,dran,tuned,0
426,426,426,426,426,426,426,Sieh,Look,0
427,427,427,427,427,427,427,lieber,rather,0
428,428,428,428,428,428,428,Den,The,0
429,429,429,429,429,429,429,Guten,good,0
430,430,430,430,430,430,430,darauf,thereon,-1
431,431,431,431,431,431,431,Kein,No,0
432,432,432,432,432,432,432,stimmt,Right,0
433,433,433,433,433,433,433,John,John,0
434,434,434,434,434,434,434,Kerl,Guy,0
435,435,435,435,435,435,435,letzte,latest,0
436,436,436,436,436,436,436,Job,job,0
437,437,437,437,437,437,437,verloren,lost,0
438,438,438,438,438,438,438,wurden,were,0
439,439,439,439,439,439,439,kenne,know,0
440,440,440,440,440,440,440,äh,er; ugh; uh; um	interjection,0
441,441,441,441,441,441,441,Ahnung,idea,0
442,442,442,442,442,442,442,seiner,its,0
443,443,443,443,443,443,443,Grund,reason,0
444,444,444,444,444,444,444,Bis,To,0
445,445,445,445,445,445,445,toll,Great,0
446,446,446,446,446,446,446,Verdammt,Damn it,0
447,447,447,447,447,447,447,bald,soon,0
448,448,448,448,448,448,448,bereit,ready,0
449,449,449,449,449,449,449,jemanden,someone,0
450,450,450,450,450,450,450,hinter,Behind,0
451,451,451,451,451,451,451,Hand,hand,0
452,452,452,452,452,452,452,darf,may,0
453,453,453,453,453,453,453,Dieser,This,-1
454,454,454,454,454,454,454,Frauen,women,0
455,455,455,455,455,455,455,Idee,idea,0
456,456,456,456,456,456,456,draußen,outside,0
457,457,457,457,457,457,457,runter,down,0
458,458,458,458,458,458,458,lang,long,0
459,459,459,459,459,459,459,Land,country,0
460,460,460,460,460,460,460,lass,let,0
461,461,461,461,461,461,461,Typ,Type,0
462,462,462,462,462,462,462,hätten,had,0
463,463,463,463,463,463,463,egal,no matter,-1
464,464,464,464,464,464,464,spät,late,0
465,465,465,465,465,465,465,stehen,stand,0
466,466,466,466,466,466,466,ok,OK,0
467,467,467,467,467,467,467,Gute,Quality,0
468,468,468,468,468,468,468,gekommen,come,0
469,469,469,469,469,469,469,etwa,approximately,0
470,470,470,470,470,470,470,essen,eat,0
471,471,471,471,471,471,471,kleine,small,0
472,472,472,472,472,472,472,jeder,everyone,0
473,473,473,473,473,473,473,Schwester,sister,0
474,474,474,474,474,474,474,Wasser,water,0
475,475,475,475,475,475,475,spielen,play,0
476,476,476,476,476,476,476,Geschichte,history,0
477,477,477,477,477,477,477,seinem,his,0
478,478,478,478,478,478,478,liegt,lies,0
479,479,479,479,479,479,479,Mom,Mom,0
480,480,480,480,480,480,480,sah,saw,0
481,481,481,481,481,481,481,Seite,page,0
482,482,482,482,482,482,482,ruhig,calm,0
483,483,483,483,483,483,483,wenig,little,0
484,484,484,484,484,484,484,Frage,question,0
485,485,485,485,485,485,485,meinst,mean,0
486,486,486,486,486,486,486,fahren,drive,0
487,487,487,487,487,487,487,überhaupt,at all,0
488,488,488,488,488,488,488,Ganz,All,0
489,489,489,489,489,489,489,Essen,eat,0
490,490,490,490,490,490,490,Ruhe,Quiet,0
491,491,491,491,491,491,491,echt,real,0
492,492,492,492,492,492,492,versucht,tries,-1
493,493,493,493,493,493,493,Kommt,comes,0
494,494,494,494,494,494,494,Tochter,daughter,0
495,495,495,495,495,495,495,Einen,a,0
496,496,496,496,496,496,496,ging,"went; walked (past tense form of ""gehen"")	verb",0
497,497,497,497,497,497,497,Jahr,year,0
498,498,498,498,498,498,498,braucht,need,0
499,499,499,499,499,499,499,fast,nearly,0
500,500,500,500,500,500,500,neue,new,0
501,501,501,501,501,501,501,Alter,age; old age	noun,0
502,502,502,502,502,502,502,ziemlich,quite,0
503,503,503,503,503,503,503,anders,differently; distinctly; else	adverb,0
504,504,504,504,504,504,504,siehst,see,0
505,505,505,505,505,505,505,Polizei,police,0
506,506,506,506,506,506,506,Stunden,hours,0
507,507,507,507,507,507,507,musste,"(I/he/she/it) had to (1st- and 3rd-person singular preterite of ""müssen"")	verb",0
508,508,508,508,508,508,508,Spiel,game,0
509,509,509,509,509,509,509,gewesen,"been (past participle of ""sein"")",0
510,510,510,510,510,510,510,gerne,with pleasure,0
511,511,511,511,511,511,511,finde,find,0
512,512,512,512,512,512,512,erzählt,tells,0
513,513,513,513,513,513,513,Tod,death,0
514,514,514,514,514,514,514,Ort,place,0
515,515,515,515,515,515,515,Chance,chance,0
516,516,516,516,516,516,516,bedeutet,means,0
517,517,517,517,517,517,517,War,was,0
518,518,518,518,518,518,518,sagst,"(you) say; tell (2nd-person singular present of ""sagen"")	verb",0
519,519,519,519,519,519,519,fragen,ask,0
520,520,520,520,520,520,520,letzten,last,0
521,521,521,521,521,521,521,sogar,even,0
522,522,522,522,522,522,522,ersten,first,-1
523,523,523,523,523,523,523,Sachen,stuff,0
524,524,524,524,524,524,524,Wahrheit,truth,0
525,525,525,525,525,525,525,einzige,single,0
526,526,526,526,526,526,526,kurz,short,0
527,527,527,527,527,527,527,denen,to those,0
528,528,528,528,528,528,528,Kommen,Come,0
529,529,529,529,529,529,529,Spaß,fun,0
530,530,530,530,530,530,530,gehst,"(you / ""du"") go; are going (2nd-person singular present of ""gehen"")	verb",0
531,531,531,531,531,531,531,oben,above,0
532,532,532,532,532,532,532,Mama,mummy,-1
533,533,533,533,533,533,533,schwer,heavy,0
534,534,534,534,534,534,534,Schule,school,0
535,535,535,535,535,535,535,je,ever,0
536,536,536,536,536,536,536,eben,just,0
537,537,537,537,537,537,537,Gesicht,face,0
538,538,538,538,538,538,538,bestimmt,certainly,0
539,539,539,539,539,539,539,treffen,to meet,0
540,540,540,540,540,540,540,niemand,nobody,0
541,541,541,541,541,541,541,Woche,week,0
542,542,542,542,542,542,542,Entschuldigung,Excuse me,0
543,543,543,543,543,543,543,Sorgen,To care,0
544,544,544,544,544,544,544,warte,wait,0
545,545,545,545,545,545,545,natürlich,Naturally,0
546,546,546,546,546,546,546,schlecht,bad,0
547,547,547,547,547,547,547,getötet,killed,0
548,548,548,548,548,548,548,große,size,0
549,549,549,549,549,549,549,verstehen,understand,0
550,550,550,550,550,550,550,hoffe,hope,0
551,551,551,551,551,551,551,Ah,ooh; ah; oh	interjection,0
552,552,552,552,552,552,552,ändern,to change; modify; alter	verb,0
553,553,553,553,553,553,553,Sei,Be,0
554,554,554,554,554,554,554,Zimmer,room,0
555,555,555,555,555,555,555,hoch,high,0
556,556,556,556,556,556,556,unserer,"our (feminine genitive/dative singular; genitive plural of ""unser"")	possessive pronoun",0
557,557,557,557,557,557,557,Tage,days,0
558,558,558,558,558,558,558,Teil,part,0
559,559,559,559,559,559,559,suchen,search,0
560,560,560,560,560,560,560,Wann,When,0
561,561,561,561,561,561,561,verlassen,leave,0
562,562,562,562,562,562,562,zeigen,demonstrate,0
563,563,563,563,563,563,563,wollten,wanted to,0
564,564,564,564,564,564,564,lässt,leaves,0
565,565,565,565,565,565,565,Wort,word,0
566,566,566,566,566,566,566,eins,one,0
567,567,567,567,567,567,567,zwischen,between,0
568,568,568,568,568,568,568,Woher,From where,0
569,569,569,569,569,569,569,Schatz,sweetheart,0
570,570,570,570,570,570,570,versuchen,to attempt,0
571,571,571,571,571,571,571,nett,kind,0
572,572,572,572,572,572,572,Zu,To,0
573,573,573,573,573,573,573,Arsch,arse; ass; butt	noun,0
574,574,574,574,574,574,574,kriegen,get,0
575,575,575,575,575,575,575,kleinen,small,0
576,576,576,576,576,576,576,Hab,hab,-1
577,577,577,577,577,577,577,weiss,White,0
578,578,578,578,578,578,578,erste,first,0
579,579,579,579,579,579,579,läuft,running,0
580,580,580,580,580,580,580,kommst,coming,0
581,581,581,581,581,581,581,Freundin,girlfriend,0
582,582,582,582,582,582,582,Mensch,human,0
583,583,583,583,583,583,583,beiden,both,-1
584,584,584,584,584,584,584,Ding,thing,0
585,585,585,585,585,585,585,endlich,Finally,0
586,586,586,586,586,586,586,niemals,No way,0
587,587,587,587,587,587,587,Nimm,take,0
588,588,588,588,588,588,588,muß,got to,0
589,589,589,589,589,589,589,denkst,think,0
590,590,590,590,590,590,590,Herz,heart,0
591,591,591,591,591,591,591,Waffe,weapon,1
592,592,592,592,592,592,592,Dollar,dollar,0
593,593,593,593,593,593,593,tust,"(you) do; (you) are doing (2nd-person singular present of ""tun"")	verb",0
594,594,594,594,594,594,594,nehme,take,0
595,595,595,595,595,595,595,Schau,show,0
596,596,596,596,596,596,596,holen,pick up,0
597,597,597,597,597,597,597,oft,often,0
598,598,598,598,598,598,598,drauf,it,0
599,599,599,599,599,599,599,Niemand,Nobody,0
600,600,600,600,600,600,600,unten,below,0
601,601,601,601,601,601,601,Wagen,dare,0
602,602,602,602,602,602,602,Yeah,yeah,0
603,603,603,603,603,603,603,wichtig,important,0
604,604,604,604,604,604,604,Mrs,mrs,0
605,605,605,605,605,605,605,hättest,had,0
606,606,606,606,606,606,606,Miss,Miss,0
607,607,607,607,607,607,607,ihrer,genitive of sie (third-person singular and third-person plural); to her (feminine dative and genitive singular of ihr); feminine genitive plural of ihr	personal pronoun; possessive pronoun,0
608,608,608,608,608,608,608,gedacht,thought,0
609,609,609,609,609,609,609,Nummer,number,0
610,610,610,610,610,610,610,würdest,would,0
611,611,611,611,611,611,611,erzählen,tell,0
612,612,612,612,612,612,612,bleibt,remains,0
613,613,613,613,613,613,613,Hände,hands,0
614,614,614,614,614,614,614,Blut,blood,0
615,615,615,615,615,615,615,bloß,just,0
616,616,616,616,616,616,616,recht,Law,0
617,617,617,617,617,617,617,Bett,bed,0
618,618,618,618,618,618,618,bringt,brings,0
619,619,619,619,619,619,619,Lassen,To let,0
620,620,620,620,620,620,620,Eltern,parents,0
621,621,621,621,621,621,621,gefällt,like,0
622,622,622,622,622,622,622,Schuld,fault,0
623,623,623,623,623,623,623,eure,your,0
624,624,624,624,624,624,624,Plan,plan,0
625,625,625,625,625,625,625,Krieg,war,0
626,626,626,626,626,626,626,neuen,new,0
627,627,627,627,627,627,627,Klar,Clear,0
628,628,628,628,628,628,628,retten,rescue,0
629,629,629,629,629,629,629,guter,goods,0
630,630,630,630,630,630,630,während,while,0
631,631,631,631,631,631,631,ihrem,their,0
632,632,632,632,632,632,632,wären,would,0
633,633,633,633,633,633,633,Fehler,error,0
634,634,634,634,634,634,634,scheint,seems,0
635,635,635,635,635,635,635,Lasst,Leaves,0
636,636,636,636,636,636,636,gegeben,"given (past participle of ""geben"")	verb",0
637,637,637,637,637,637,637,hör,hear,0
638,638,638,638,638,638,638,glücklich,happy,0
639,639,639,639,639,639,639,alt,old,0
640,640,640,640,640,640,640,verdammt,damned,0
641,641,641,641,641,641,641,Platz,space,0
642,642,642,642,642,642,642,darum,therefore,0
643,643,643,643,643,643,643,Vielen,a lot of,0
644,644,644,644,644,644,644,falsch,not correct,0
645,645,645,645,645,645,645,unseren,"our (masculine accusative singular; dative plural or ""unser""); of us; those who are ours/our close ones (when used with the article ""die Unseren""; capitalized)	possessive pronoun",0
646,646,646,646,646,646,646,schlafen,sleep,0
647,647,647,647,647,647,647,Sagen,Say,0
648,648,648,648,648,648,648,nächsten,next,0
649,649,649,649,649,649,649,fünf,five,0
650,650,650,650,650,650,650,frei,free,0
651,651,651,651,651,651,651,Sorge,worry,0
652,652,652,652,652,652,652,fest,firmly,0
653,653,653,653,653,653,653,bereits,already,-1
654,654,654,654,654,654,654,alleine,alone,0
655,655,655,655,655,655,655,Denn,Because,0
656,656,656,656,656,656,656,Zwei,Two,0
657,657,657,657,657,657,657,Fragen,ask,0
658,658,658,658,658,658,658,möglich,possible,-1
659,659,659,659,659,659,659,irgendwie,somehow,0
660,660,660,660,660,660,660,gestern,yesterday,0
661,661,661,661,661,661,661,lernen,learn,0
662,662,662,662,662,662,662,Papa,father,0
663,663,663,663,663,663,663,hierher,here,0
664,664,664,664,664,664,664,Schiff,ship,0
665,665,665,665,665,665,665,irgendwas,anything,0
666,666,666,666,666,666,666,vier,four,0
667,667,667,667,667,667,667,Menge,amount,0
668,668,668,668,668,668,668,Stimmt,Right,0
669,669,669,669,669,669,669,keiner,none,0
670,670,670,670,670,670,670,brauchst,need,0
671,671,671,671,671,671,671,Typen,types,0
672,672,672,672,672,672,672,Dass,That,0
673,673,673,673,673,673,673,Stunde,hour,0
674,674,674,674,674,674,674,Szene,scene,0
675,675,675,675,675,675,675,Hölle,hell,0
676,676,676,676,676,676,676,einige,some,0
677,677,677,677,677,677,677,Deshalb,That's why,0
678,678,678,678,678,678,678,geworden,become,0
679,679,679,679,679,679,679,Telefon,phone,0
680,680,680,680,680,680,680,Darf,May,0
681,681,681,681,681,681,681,Feuer,Fire,0
682,682,682,682,682,682,682,Bin,am,0
683,683,683,683,683,683,683,Captain,Captain,0
684,684,684,684,684,684,684,Aus,Out,0
685,685,685,685,685,685,685,Dieses,This,0
686,686,686,686,686,686,686,Probleme,issues,0
687,687,687,687,687,687,687,Jeder,Everyone,0
688,688,688,688,688,688,688,verstanden,Roger that,0
689,689,689,689,689,689,689,wann,when,0
690,690,690,690,690,690,690,gibt's,there's,-1
691,691,691,691,691,691,691,sondern,rather,0
692,692,692,692,692,692,692,guten,good,-1
693,693,693,693,693,693,693,zwar,though,0
694,694,694,694,694,694,694,eigenen,own,0
695,695,695,695,695,695,695,Körper,body,0
696,696,696,696,696,696,696,New,New,-1
697,697,697,697,697,697,697,hört,hears,0
698,698,698,698,698,698,698,gebe,"(I) give; (I) am giving (1st-person singular present; 1st- and 3rd-person singular subjunctive I of ""geben"")	verb",0
699,699,699,699,699,699,699,Kumpel,pal,0
700,700,700,700,700,700,700,Hund,dog,0
701,701,701,701,701,701,701,nochmal,once again,0
702,702,702,702,702,702,702,hab's,got it,0
703,703,703,703,703,703,703,aufhören,to stop; end;quit	verb,0
704,704,704,704,704,704,704,früh,early,0
705,705,705,705,705,705,705,Hören,Hear,0
706,706,706,706,706,706,706,trinken,drink,0
707,707,707,707,707,707,707,besten,best,0
708,708,708,708,708,708,708,meines,mine,0
709,709,709,709,709,709,709,schaffen,create,0
710,710,710,710,710,710,710,Luft,air,0
711,711,711,711,711,711,711,Jemand,Someone,0
712,712,712,712,712,712,712,dürfen,allowed,0
713,713,713,713,713,713,713,Meister,master,0
714,714,714,714,714,714,714,Erde,earth,0
715,715,715,715,715,715,715,Seit,since,0
716,716,716,716,716,716,716,Antwort,an answer; reply; response	noun,0
717,717,717,717,717,717,717,Sicher,For sure,0
718,718,718,718,718,718,718,Hört,hear,0
719,719,719,719,719,719,719,Zukunft,future,0
720,720,720,720,720,720,720,funktioniert,is working,0
721,721,721,721,721,721,721,kaum,barely,0
722,722,722,722,722,722,722,voll,full,0
723,723,723,723,723,723,723,Bleib,Stay,0
724,724,724,724,724,724,724,reicht,enough,0
725,725,725,725,725,725,725,weh,sore,0
726,726,726,726,726,726,726,stellen,put,0
727,727,727,727,727,727,727,Siehst,See,0
728,728,728,728,728,728,728,kleiner,smaller,0
729,729,729,729,729,729,729,großen,great,0
730,730,730,730,730,730,730,Büro,office,0
731,731,731,731,731,731,731,Waffen,weapons,0
732,732,732,732,732,732,732,Wahl,choice,0
733,733,733,733,733,733,733,verlieren,to lose,0
734,734,734,734,734,734,734,Wochen,weeks,0
735,735,735,735,735,735,735,Stück,piece,0
736,736,736,736,736,736,736,lieben,love,0
737,737,737,737,737,737,737,getroffen,met,0
738,738,738,738,738,738,738,geschafft,made,0
739,739,739,739,739,739,739,tue,"(I) do; (I am) doing (1st-person singular present; 1st- and 3rd-person singular subjunctive I; imperative singular of ""tun"")	verb",0
740,740,740,740,740,740,740,gefallen,like,0
741,741,741,741,741,741,741,Tja,Well,0
742,742,742,742,742,742,742,Boss,boss,0
743,743,743,743,743,743,743,überall,all over,0
744,744,744,744,744,744,744,Sieht,looks,0
745,745,745,745,745,745,745,passieren,happen,0
746,746,746,746,746,746,746,Licht,light,0
747,747,747,747,747,747,747,lustig,funny,0
748,748,748,748,748,748,748,gebracht,brought,0
749,749,749,749,749,749,749,Folge,episode,-1
750,750,750,750,750,750,750,nennen,call,0
751,751,751,751,751,751,751,Gefühl,feeling,0
752,752,752,752,752,752,752,völlig,completely,0
753,753,753,753,753,753,753,denkt,thinks,0
754,754,754,754,754,754,754,Schlüssel,key,0
755,755,755,755,755,755,755,drüben,over there,0
756,756,756,756,756,756,756,Richtig,Right,0
757,757,757,757,757,757,757,wieso,how so,0
758,758,758,758,758,758,758,Buch,book,0
759,759,759,759,759,759,759,Leuten,people,0
760,760,760,760,760,760,760,laufen,to run,0
761,761,761,761,761,761,761,spielt,plays,0
762,762,762,762,762,762,762,früher,earlier,0
763,763,763,763,763,763,763,Sein,His,0
764,764,764,764,764,764,764,Sam,Sam,0
765,765,765,765,765,765,765,krank,Sick,0
766,766,766,766,766,766,766,gegangen,"gone (past participle of ""gehen"")	verb",0
767,767,767,767,767,767,767,fand,found,0
768,768,768,768,768,768,768,Seine,His,0
769,769,769,769,769,769,769,Pass,passport,0
770,770,770,770,770,770,770,fühle,feel,0
771,771,771,771,771,771,771,Himmel,sky,0
772,772,772,772,772,772,772,froh,glad,0
773,773,773,773,773,773,773,Arschloch,asshole,0
774,774,774,774,774,774,774,leicht,light,0
775,775,775,775,775,775,775,direkt,directly,0
776,776,776,776,776,776,776,langsam,slowly,0
777,777,777,777,777,777,777,erinnern,recall,0
778,778,778,778,778,778,778,wolltest,wanted,0
779,779,779,779,779,779,779,zuerst,first,0
780,780,780,780,780,780,780,Krankenhaus,hospital,0
781,781,781,781,781,781,781,beste,best,0
782,782,782,782,782,782,782,welche,Which,0
783,783,783,783,783,783,783,genommen,took,0
784,784,784,784,784,784,784,Arzt,doctor; physician	noun,0
785,785,785,785,785,785,785,unserem,"our (masculine/neuter dative singular of ""unser"")	possessive pronoun",0
786,786,786,786,786,786,786,Idiot,idiot,0
787,787,787,787,787,787,787,glaubst,think,0
788,788,788,788,788,788,788,jede,each,0
789,789,789,789,789,789,789,Ohne,Without,0
790,790,790,790,790,790,790,groß,large,0
791,791,791,791,791,791,791,hattest,had,-1
792,792,792,792,792,792,792,Jungen,Boys,0
793,793,793,793,793,793,793,Rest,rest,0
794,794,794,794,794,794,794,Unsere,of us; that which is ours (when used with articles: der Unsere; die Unsere; das Unsere; capitalized)	possessive pronoun,0
795,795,795,795,795,795,795,versuche,tries,0
796,796,796,796,796,796,796,Tagen,meet,0
797,797,797,797,797,797,797,Entschuldigen,To apologize,0
798,798,798,798,798,798,798,nächste,next,0
799,799,799,799,799,799,799,Doktor,doctor,0
800,800,800,800,800,800,800,könnt,can,0
801,801,801,801,801,801,801,spricht,speaks,0
802,802,802,802,802,802,802,hält,keeps,0
803,803,803,803,803,803,803,Team,team,0
804,804,804,804,804,804,804,Verstanden,Roger that,0
805,805,805,805,805,805,805,kämpfen,fight,0
806,806,806,806,806,806,806,heiraten,marry,0
807,807,807,807,807,807,807,könntest,"(you) could (2nd-person singular subjunctive II of ""können"")",-1
808,808,808,808,808,808,808,Mike,Mike,0
809,809,809,809,809,809,809,Wow,Wow,0
810,810,810,810,810,810,810,Etwas,Something,0
811,811,811,811,811,811,811,Mist,dung,-1
812,812,812,812,812,812,812,Straße,Street,0
813,813,813,813,813,813,813,König,king,0
814,814,814,814,814,814,814,redest,talking about,0
815,815,815,815,815,815,815,kleines,small,0
816,816,816,816,816,816,816,lebt,lives,0
817,817,817,817,817,817,817,erklären,to explain,0
818,818,818,818,818,818,818,worden,been,0
819,819,819,819,819,819,819,Millionen,millions,0
820,820,820,820,820,820,820,Wiedersehen,meet again,0
821,821,821,821,821,821,821,Onkel,uncle,0
822,822,822,822,822,822,822,kennst,know,0
823,823,823,823,823,823,823,sitzen,sit,0
824,824,824,824,824,824,824,dies,this,0
825,825,825,825,825,825,825,weniger,fewer,0
826,826,826,826,826,826,826,Kaffee,coffee,0
827,827,827,827,827,827,827,ernst,serious,0
828,828,828,828,828,828,828,tragen,carry,0
829,829,829,829,829,829,829,wollt,want,0
830,830,830,830,830,830,830,Zeug,stuff,0
831,831,831,831,831,831,831,trotzdem,Nevertheless,0
832,832,832,832,832,832,832,Michael,Michael,0
833,833,833,833,833,833,833,Ihren,Their,0
834,834,834,834,834,834,834,kaufen,to buy,0
835,835,835,835,835,835,835,Liste,list,0
836,836,836,836,836,836,836,Kampf,struggle,0
837,837,837,837,837,837,837,hasse,hate,0
838,838,838,838,838,838,838,Person,person,0
839,839,839,839,839,839,839,Mund,mouth,0
840,840,840,840,840,840,840,Präsident,president,0
841,841,841,841,841,841,841,umbringen,kill,0
842,842,842,842,842,842,842,Boden,ground,0
843,843,843,843,843,843,843,machte,made,0
844,844,844,844,844,844,844,Wohin,Where,0
845,845,845,845,845,845,845,Party,party,0
846,846,846,846,846,846,846,gefragt,asked,0
847,847,847,847,847,847,847,Seht,Look,0
848,848,848,848,848,848,848,irgendwo,somewhere,0
849,849,849,849,849,849,849,kümmern,To take care of,0
850,850,850,850,850,850,850,Frank,Frank,0
851,851,851,851,851,851,851,kennt,knows,0
852,852,852,852,852,852,852,Habt,Have,0
853,853,853,853,853,853,853,verletzt,injured,0
854,854,854,854,854,854,854,Nachricht,message,-1
855,855,855,855,855,855,855,vielen,a lot of,0
856,856,856,856,856,856,856,Willkommen,welcome,-1
857,857,857,857,857,857,857,hart,hard,0
858,858,858,858,858,858,858,lasse,leave,0
859,859,859,859,859,859,859,total,total,0
860,860,860,860,860,860,860,außer,except,0
861,861,861,861,861,861,861,Gefängnis,jail,0
862,862,862,862,862,862,862,Schnell,Fast,0
863,863,863,863,863,863,863,Sicherheit,security,0
864,864,864,864,864,864,864,wem,whom,0
865,865,865,865,865,865,865,ehrlich,Honestly,0
866,866,866,866,866,866,866,interessiert,Interested,0
867,867,867,867,867,867,867,sagten,said,0
868,868,868,868,868,868,868,Sex,sex,0
869,869,869,869,869,869,869,ziehen,pull,0
870,870,870,870,870,870,870,Welche,Which,0
871,871,871,871,871,871,871,Augenblick,moment,0
872,872,872,872,872,872,872,Klasse,class,0
873,873,873,873,873,873,873,Bild,image,0
874,874,874,874,874,874,874,Dies,This,0
875,875,875,875,875,875,875,stark,strongly,0
876,876,876,876,876,876,876,Eure,Your,0
877,877,877,877,877,877,877,zehn,ten,0
878,878,878,878,878,878,878,Sinn,sense,0
879,879,879,879,879,879,879,David,David,0
880,880,880,880,880,880,880,vorstellen,imagine,0
881,881,881,881,881,881,881,Tom,Tom,0
882,882,882,882,882,882,882,Traum,dream,0
883,883,883,883,883,883,883,länger,longer,0
884,884,884,884,884,884,884,manchmal,sometimes,0
885,885,885,885,885,885,885,sechs,six,0
886,886,886,886,886,886,886,sollst,shalt,0
887,887,887,887,887,887,887,gestorben,died,0
888,888,888,888,888,888,888,Tages,day,0
889,889,889,889,889,889,889,war's,was it,0
890,890,890,890,890,890,890,Kraft,force,0
891,891,891,891,891,891,891,verschwinden,disappear,0
892,892,892,892,892,892,892,gesprochen,spoken,0
893,893,893,893,893,893,893,heraus,out,0
894,894,894,894,894,894,894,genauso,just like that,0
895,895,895,895,895,895,895,wärst,'d,0
896,896,896,896,896,896,896,Eins,one,0
897,897,897,897,897,897,897,damals,back then,0
898,898,898,898,898,898,898,heißen,be called,0
899,899,899,899,899,899,899,Liebling,Darling,0
900,900,900,900,900,900,900,wahrscheinlich,probably,0
901,901,901,901,901,901,901,deshalb,that's why,0
902,902,902,902,902,902,902,Stelle,location,0
903,903,903,903,903,903,903,halt,stop,0
904,904,904,904,904,904,904,lhren,NOT CONNECT,0
905,905,905,905,905,905,905,Bill,Bill,0
906,906,906,906,906,906,906,erwartet,expected,0
907,907,907,907,907,907,907,solche,such,0
908,908,908,908,908,908,908,meisten,most,-1
909,909,909,909,909,909,909,bringe,bring,0
910,910,910,910,910,910,910,still,quiet,0
911,911,911,911,911,911,911,umgebracht,killed,0
912,912,912,912,912,912,912,Stimme,voice,-1
913,913,913,913,913,913,913,General,general,0
914,914,914,914,914,914,914,Entschuldige,Excuse me,0
915,915,915,915,915,915,915,rede,speech,0
916,916,916,916,916,916,916,Vergiss,forget,0
917,917,917,917,917,917,917,Bewegung,Move,0
918,918,918,918,918,918,918,führen,to lead,0
919,919,919,919,919,919,919,höre,hear,0
920,920,920,920,920,920,920,Sonst,Otherwise,0
921,921,921,921,921,921,921,Geschäft,business,0
922,922,922,922,922,922,922,werdet,"(you) will (2nd-person plural present; 2nd-person plural subjunctive I; imperative plural of ""werden"")	verb",0
923,923,923,923,923,923,923,konnten,could,0
924,924,924,924,924,924,924,wartet,waiting,0
925,925,925,925,925,925,925,Raus,Out,0
926,926,926,926,926,926,926,Habe,possessions; belongings	noun,0
927,927,927,927,927,927,927,hinten,behind,0
